reverse_design_rank,match_rank,candidate_on_off_ratio,candidate_mode,candidate_state_count,required_crossbar_size,required_weight_bits,required_adc_bits,validation_adjusted_score,relative_hardware_cost_proxy,matched_device_id,matched_study_id,matched_family,matched_on_off_ratio,matched_mode,matched_state_count_available,matched_physical_state_count,matched_parameter_source,matched_precision_basis,match_distance,ratio_log10_distance,mode_mismatch,state_count_distance,state_requirement_status,match_class,matched_evidence_coverage_fraction,matched_scenario_status,matched_scenario_reasons
59,3,3.718072,DISCRETE_MULTILEVEL,8,256,4,8,95.86231048422798,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.5192877999117407,0.2692877999117406,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
60,1,2.128684,DISCRETE_MULTILEVEL,8,256,4,8,95.8512721032756,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.25,0.0,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
60,2,2.128684,DISCRETE_MULTILEVEL,8,256,4,8,95.8512721032756,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.277081200183878,0.027081200183877885,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
60,3,2.128684,DISCRETE_MULTILEVEL,8,256,4,8,95.8512721032756,2560.0,TiOx_02_Au,10.1038/s41598-019-44607-3,TiOx,1.705978,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.3461377695674734,0.09613776956747339,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
61,1,2.02898,DISCRETE_MULTILEVEL,8,256,4,8,95.83836893660892,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.2562477704760937,0.00624777047609365,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
61,2,2.02898,DISCRETE_MULTILEVEL,8,256,4,8,95.83836893660892,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.270833429707784,0.020833429707784235,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
61,3,2.02898,DISCRETE_MULTILEVEL,8,256,4,8,95.83836893660892,2560.0,TiOx_02_Au,10.1038/s41598-019-44607-3,TiOx,1.705978,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.325304339859689,0.07530433985968915,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
62,1,2.0,DISCRETE_MULTILEVEL,8,256,4,8,95.83836893660892,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.25,0.0,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
62,2,2.0,DISCRETE_MULTILEVEL,8,256,4,8,95.83836893660892,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.277081200183878,0.027081200183877885,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
62,3,2.0,DISCRETE_MULTILEVEL,8,256,4,8,95.83836893660892,2560.0,TiOx_02_Au,10.1038/s41598-019-44607-3,TiOx,1.705978,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.3190565693835956,0.0690565693835955,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
63,1,1.705978,DISCRETE_MULTILEVEL,8,256,4,8,95.81244152751805,2560.0,TiOx_02_Au,10.1038/s41598-019-44607-3,TiOx,1.705978,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.25,8.326672684688674e-17,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
63,2,1.705978,DISCRETE_MULTILEVEL,8,256,4,8,95.81244152751805,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.319056569383595,0.06905656938359542,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
63,3,1.705978,DISCRETE_MULTILEVEL,8,256,4,8,95.81244152751805,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.3461377695674734,0.0961377695674733,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
64,1,2909.09,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,0.5963225389711979,0.0,0.0,1.1926450779423958,AVAILABLE,MODERATE_GAP,1.0,LITERATURE_CONSTRAINED,none
64,2,2909.09,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,3.463757157444634,0.46375715744463397,1.0,3.0,AVAILABLE,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
64,3,2909.09,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,3.8106671704526907,1.5606671704526904,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
65,1,1587.512707,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,0.8593624861948765,0.2630399472236786,0.0,1.1926450779423958,AVAILABLE,MODERATE_GAP,1.0,LITERATURE_CONSTRAINED,none
65,2,1587.512707,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,3.2007172102209553,0.20071721022095534,1.0,3.0,AVAILABLE,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
65,3,1587.512707,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,3.5476272232290116,1.2976272232290118,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
66,1,1000.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.0600796964158319,0.46375715744463397,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
66,2,1000.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,3.0,0.0,1.0,3.0,AVAILABLE,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
66,3,1000.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,3.3469100130080562,1.0969100130080565,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
67,1,866.31785,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.1224024335271154,0.5260798945559175,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
67,2,866.31785,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,ZnO_01,10.3390/electronics7120445,ZnO,1000.0,DISCRETE_BINARY,1,2,normalized_from_ratio,BIT_SLICED_BINARY_MAPPING,3.0623227371112836,0.062322737111283555,1.0,3.0,AVAILABLE,LARGE_GAP,0.75,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio
67,3,866.31785,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,3.284587275896773,1.034587275896773,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
68,1,472.75629,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.3854423805928457,0.7891198416216478,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
68,2,472.75629,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,3.0215473288310424,0.7715473288310426,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
68,3,472.75629,DISCRETE_MULTILEVEL,16,256,7,8,95.93922359443002,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,3.0438237235421948,0.7938237235421945,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
69,1,257.986731,DISCRETE_MULTILEVEL,16,256,7,8,95.93820854681096,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.6484823268931936,1.0521597879219957,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
69,2,257.986731,DISCRETE_MULTILEVEL,16,256,7,8,95.93820854681096,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.758507382530695,0.5085073825306947,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
69,3,257.986731,DISCRETE_MULTILEVEL,16,256,7,8,95.93820854681096,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.7807837772418464,0.5307837772418467,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
70,1,140.785336,DISCRETE_MULTILEVEL,16,256,7,8,95.93820854681096,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,1.9115222747485008,1.3151997357773029,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
70,2,140.785336,DISCRETE_MULTILEVEL,16,256,7,8,95.93820854681096,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.495467434675388,0.24546743467538756,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
70,3,140.785336,DISCRETE_MULTILEVEL,16,256,7,8,95.93820854681096,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.5177438293865393,0.2677438293865395,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
71,1,80.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93820854681096,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,2.1569897094238883,1.5606671704526904,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
71,2,80.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93820854681096,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.25,0.0,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
71,3,80.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93820854681096,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.272276394711152,0.022276394711151948,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
72,1,76.827637,DISCRETE_MULTILEVEL,16,256,7,8,95.93672130871572,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,2.174562220687621,1.5782396817164228,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
72,2,76.827637,DISCRETE_MULTILEVEL,16,256,7,8,95.93672130871572,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.2547038834474193,0.004703883447419566,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
72,3,76.827637,DISCRETE_MULTILEVEL,16,256,7,8,95.93672130871572,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.267572511263732,0.017572511263732382,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
73,1,76.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93672130871572,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,2.1792661041350403,1.5829435651638426,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
73,2,76.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93672130871572,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.25,2.220446049250313e-16,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
73,3,76.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93672130871572,2560.0,TiOx_03,10.1016/j.spmi.2017.10.031,TiOx,80.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.2722763947111524,0.02227639471115217,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
74,1,45.4,DISCRETE_MULTILEVEL,16,256,7,8,95.93498329284272,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.25,0.0,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
74,2,45.4,DISCRETE_MULTILEVEL,16,256,7,8,95.93498329284272,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,2.403023843558728,1.80670130458753,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
74,3,45.4,DISCRETE_MULTILEVEL,16,256,7,8,95.93498329284272,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.4737577394236876,0.2237577394236876,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
75,1,41.92543,DISCRETE_MULTILEVEL,16,256,7,8,95.93498329284272,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.2845783272994447,0.034578327299444656,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
75,2,41.92543,DISCRETE_MULTILEVEL,16,256,7,8,95.93498329284272,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,2.4376021708581725,1.8412796318869746,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
75,3,41.92543,DISCRETE_MULTILEVEL,16,256,7,8,95.93498329284272,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.5083360667231323,0.25833606672313225,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
76,1,22.879029,DISCRETE_MULTILEVEL,16,256,7,8,95.93498329284272,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.54761826406874,0.2976182640687399,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
76,2,22.879029,DISCRETE_MULTILEVEL,16,256,7,8,95.93498329284272,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,2.700642107627468,2.10431956865627,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
76,3,22.879029,DISCRETE_MULTILEVEL,16,256,7,8,95.93498329284272,2560.0,TiOx_04,10.1007/s42835-019-00107-y,TiOx,76.0,GRADUAL_MULTILEVEL,0,0,normalized_from_ratio,IDEALIZED_GRADUAL_MAPPING,2.7713760034924277,0.5213760034924275,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
77,1,12.485261,DISCRETE_MULTILEVEL,16,256,7,8,95.93206005474748,2560.0,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.647427621219989,0.3974276212199891,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
77,2,12.485261,DISCRETE_MULTILEVEL,16,256,7,8,95.93206005474748,2560.0,HfOx_01,10.1109/TNANO.2024.3485213,HfOx,45.4,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.8106582273010963,0.560658227301096,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
77,3,12.485261,DISCRETE_MULTILEVEL,16,256,7,8,95.93206005474748,2560.0,TaOx_01,10.1038/s41598-017-18329-3,TaOx,2909.09,DISCRETE_MULTILEVEL,1,7,absolute,DERIVED_DEVICE_STATE_CAP,2.963682070859824,2.367359531888626,0.0,1.1926450779423958,AVAILABLE,LARGE_GAP,1.0,LITERATURE_CONSTRAINED,none
78,1,6.813303,DISCRETE_MULTILEVEL,16,256,7,8,95.93129129284272,2560.0,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.3843876988998596,0.13438769889985946,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
78,2,6.813303,DISCRETE_MULTILEVEL,16,256,7,8,95.93129129284272,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.7552465073880192,0.5052465073880192,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
78,3,6.813303,DISCRETE_MULTILEVEL,16,256,7,8,95.93129129284272,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.782327707571897,0.5323277075718971,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
79,1,5.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93129129284272,2560.0,HfOx_02,10.1088/2634-4386/ac7327,HfOx,5.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.25,0.0,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
79,2,5.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93129129284272,2560.0,TiOx_02_Pt,10.1038/s41598-019-44607-3,TiOx,2.128684,GRADUAL_MULTILEVEL,0,0,absolute,IDEALIZED_GRADUAL_MAPPING,2.6208588084881597,0.3708588084881598,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.5,ASSUMPTION_SENSITIVE,fixed physical state count not reported; accelerator mapping is idealized
79,3,5.0,DISCRETE_MULTILEVEL,16,256,7,8,95.93129129284272,2560.0,HfZrOx_01,10.1002/pssr.202000524,HfZrOx,2.0,ANALOG,0,0,normalized_from_ratio,IDEALIZED_ANALOG_MAPPING,2.6479400086720375,0.39794000867203766,1.0,1.5,MISSING_IN_MATCHED_PROFILE,LARGE_GAP,0.25,ASSUMPTION_SENSITIVE,absolute RON/ROFF unavailable; normalized from ratio; fixed physical state count not reported; accelerator mapping is idealized
